step,intersection,reason,prediction,had_priority
23,B1,regular_bus,0.1599964043149808,True
24,B1,regular_bus,0.1599964043149808,True
25,B1,regular_bus,0.1599964043149808,True
26,B1,regular_bus,0.1599964043149808,True
27,B1,regular_bus,0.1599964043149808,True
28,B1,regular_bus,0.1599964043149808,True
29,B1,regular_bus,0.1599964043149808,True
30,B1,regular_bus,0.1599964043149808,True
31,B1,regular_bus,0.16027676709628355,True
32,B1,regular_bus,0.15810936677411536,True
33,B1,regular_bus,0.1581093667741154,True
34,B1,regular_bus,0.1581093667741154,True
35,B1,regular_bus,0.1581093667741154,True
36,B1,regular_bus,0.1581093667741154,True
37,B1,regular_bus,0.1581093667741154,True
38,B1,regular_bus,0.1581093667741154,True
39,B1,regular_bus,0.1581093667741154,True
40,B1,regular_bus,0.1581093667741154,True
41,B1,regular_bus,0.1581093667741154,True
42,B1,regular_bus,0.1581093667741154,True
43,B1,regular_bus,0.1581093667741154,True
44,B1,regular_bus,0.1581093667741154,True
45,B1,regular_bus,0.1581093667741154,True
166,B1,ai_severe_prediction,0.7222586481677024,False
167,B1,ai_severe_prediction,0.7220153658764019,False
168,B1,ai_severe_prediction,0.722015365876402,False
169,B1,ai_severe_prediction,0.7220153658764019,False
170,B1,ai_severe_prediction,0.722015365876402,False
171,B1,ai_severe_prediction,0.7320119978083585,False
172,B1,ai_severe_prediction,0.7320119978083584,False
173,B1,ai_severe_prediction,0.7320119978083585,False
174,B1,ai_severe_prediction,0.7320119978083584,False
175,B1,ai_severe_prediction,0.7320119978083584,False
176,B1,ai_severe_prediction,0.7320119978083584,False
177,B1,ai_severe_prediction,0.7320119978083585,False
178,B1,ai_severe_prediction,0.7320119978083585,False
179,B1,ai_severe_prediction,0.7320119978083584,False
180,B1,ai_severe_prediction,0.7344061681631301,False
181,B1,ai_severe_prediction,0.7339607360590782,False
182,B1,ai_severe_prediction,0.733960736059078,False
183,B1,ai_severe_prediction,0.733960736059078,False
184,B1,ai_severe_prediction,0.733960736059078,False
185,B1,ai_severe_prediction,0.733960736059078,False
186,B1,ai_severe_prediction,0.733960736059078,False
187,B1,ai_severe_prediction,0.733960736059078,False
188,B1,ai_severe_prediction,0.7339607360590782,False
189,B1,ai_severe_prediction,0.7339607360590782,False
190,B1,ai_severe_prediction,0.733960736059078,False
191,B1,ai_severe_prediction,0.733960736059078,False
192,B1,ai_severe_prediction,0.733960736059078,False
193,B1,ai_severe_prediction,0.733960736059078,False
194,B1,ai_severe_prediction,0.733960736059078,False
195,B1,ai_severe_prediction,0.733960736059078,False
196,B1,ai_severe_prediction,0.733960736059078,False
197,B1,ai_severe_prediction,0.733960736059078,False
198,B1,ai_severe_prediction,0.733960736059078,False
199,B1,ai_severe_prediction,0.733960736059078,False
200,B1,ai_severe_prediction,0.733960736059078,False
201,B1,ai_severe_prediction,0.733960736059078,False
202,B1,ai_severe_prediction,0.7329389756162205,False
203,B1,ai_severe_prediction,0.7329389756162205,True
204,B1,ai_severe_prediction,0.7329389756162205,True
205,B1,ai_severe_prediction,0.7329389756162205,True
206,B1,ai_severe_prediction,0.7329389756162205,True
207,B1,ai_severe_prediction,0.7329389756162205,True
208,B1,ai_severe_prediction,0.7329389756162205,True
209,B1,ai_severe_prediction,0.7329389756162205,True
210,B1,ai_severe_prediction,0.7329389756162205,True
211,B1,ai_severe_prediction,0.7329389756162205,True
212,B1,ai_severe_prediction,0.7329389756162206,True
213,B1,ai_severe_prediction,0.7329389756162205,True
214,B1,ai_severe_prediction,0.7329389756162205,True
215,B1,ai_severe_prediction,0.7329389756162205,True
216,B1,ai_severe_prediction,0.7341088107100329,True
217,B1,ai_severe_prediction,0.7341088107100329,True
218,B1,ai_severe_prediction,0.7341088107100329,True
219,B1,ai_severe_prediction,0.7341088107100329,True
220,B1,ai_severe_prediction,0.7341088107100328,True
221,B1,ai_severe_prediction,0.7342126970989321,True
222,B1,ai_severe_prediction,0.7342126970989321,True
223,B1,ai_severe_prediction,0.7342126970989321,True
224,B1,ai_severe_prediction,0.7342126970989321,True
225,B1,ai_severe_prediction,0.736261290922657,True
226,B1,ai_severe_prediction,0.7342208664407802,True
227,B1,ai_severe_prediction,0.7342208664407802,True
228,B1,ai_severe_prediction,0.7342208664407802,True
229,B1,ai_severe_prediction,0.7342208664407802,True
230,B1,ai_severe_prediction,0.7342208664407802,True
231,B1,ai_severe_prediction,0.7333268820218539,True
232,B1,ai_severe_prediction,0.7333268820218539,True
233,B1,ai_severe_prediction,0.7333268820218539,True
234,B1,ai_severe_prediction,0.7333268820218539,True
235,B1,ai_severe_prediction,0.7418387767161291,True
236,B1,ai_severe_prediction,0.7418387767161289,True
237,B1,ai_severe_prediction,0.7418387767161289,True
238,B1,ai_severe_prediction,0.7418387767161289,True
239,B1,ai_severe_prediction,0.7418387767161289,True
240,B1,ai_severe_prediction,0.7418387767161289,True
241,B1,ai_severe_prediction,0.7418387767161291,True
242,B1,ai_severe_prediction,0.7418387767161289,True
243,B1,ai_severe_prediction,0.7418387767161289,True
244,B1,ai_severe_prediction,0.7418387767161289,True
245,B1,ai_severe_prediction,0.7418387767161287,True
246,B1,ai_severe_prediction,0.7418635968055726,True
247,B1,ai_severe_prediction,0.7418635968055728,True
248,B1,ai_severe_prediction,0.7418635968055726,True
249,B1,ai_severe_prediction,0.7418635968055726,True
250,B1,ai_severe_prediction,0.7418635968055726,True
251,B1,ai_severe_prediction,0.7418635968055726,True
252,B1,ai_severe_prediction,0.7418635968055726,True
253,B1,ai_severe_prediction,0.7362959517602063,True
254,B1,ai_severe_prediction,0.7362959517602063,True
255,B1,ai_severe_prediction,0.7333118802639863,True
256,B1,ai_severe_prediction,0.7341106915558037,True
257,B1,ai_severe_prediction,0.7341106915558037,True
258,B1,ai_severe_prediction,0.7341106915558036,True
259,B1,ai_severe_prediction,0.7341106915558037,True
260,B1,ai_severe_prediction,0.7341106915558037,True
261,B1,ai_severe_prediction,0.7341106915558037,True
262,B1,ai_severe_prediction,0.7341106915558037,True
263,B1,ai_severe_prediction,0.7341106915558037,True
264,B1,ai_severe_prediction,0.7341106915558037,True
265,B1,ai_severe_prediction,0.7341106915558037,True
266,B1,ai_severe_prediction,0.7341106915558037,True
267,B1,ai_severe_prediction,0.7333102076714855,True
268,B1,ai_severe_prediction,0.7324051169183124,True
269,B1,ai_severe_prediction,0.7324051169183124,True
270,B1,ai_severe_prediction,0.7324051169183124,True
271,B1,ai_severe_prediction,0.7324051169183124,True
272,B1,ai_severe_prediction,0.7324051169183126,True
273,B1,ai_severe_prediction,0.7324051169183126,True
274,B1,ai_severe_prediction,0.7324051169183124,True
275,B1,ai_severe_prediction,0.7324051169183123,True
276,B1,ai_severe_prediction,0.7324051169183124,True
277,B1,ai_severe_prediction,0.7324051169183124,True
278,B1,ai_severe_prediction,0.7324051169183124,True
279,B1,ai_severe_prediction,0.7251876946786233,True
280,B1,ai_severe_prediction,0.7241068584298133,True
281,B1,ai_severe_prediction,0.7241068584298133,True
282,B1,ai_severe_prediction,0.7241068584298133,True
283,B1,ai_severe_prediction,0.7241068584298133,True
284,B1,ai_severe_prediction,0.7241068584298133,True
285,B1,ai_severe_prediction,0.7241068584298133,True
286,B1,ai_severe_prediction,0.7241068584298133,True
287,B1,ai_severe_prediction,0.7241068584298133,True
288,B1,ai_severe_prediction,0.724566310747383,True
289,B1,ai_severe_prediction,0.7239179452016793,True
290,B1,ai_severe_prediction,0.7239179452016793,True
291,B1,ai_severe_prediction,0.7239179452016793,True
292,B1,ai_severe_prediction,0.7282116839330642,True
293,B1,ai_severe_prediction,0.7295181345382677,True
294,B1,ai_severe_prediction,0.7295181345382677,True
295,B1,ai_severe_prediction,0.7295181345382677,True
296,B1,ai_severe_prediction,0.7295181345382677,True
297,B1,ai_severe_prediction,0.7295181345382677,True
298,B1,ai_severe_prediction,0.7295181345382677,True
299,B1,ai_severe_prediction,0.7295181345382677,True
300,B1,ai_severe_prediction,0.7295181345382677,True
301,B1,ai_severe_prediction,0.7295181345382677,True
302,B1,ai_severe_prediction,0.7295181345382677,True
303,B1,ai_severe_prediction,0.7295181345382677,True
304,B1,ai_severe_prediction,0.7295181345382677,True
305,B1,ai_severe_prediction,0.7295181345382677,True
306,B1,ai_severe_prediction,0.7295181345382677,True
307,B1,ai_severe_prediction,0.7295181345382677,True
308,B1,ai_severe_prediction,0.7289755420816069,True
309,B1,ai_severe_prediction,0.7301953830459819,True
310,B1,ai_severe_prediction,0.7301953830459819,True
311,B1,ai_severe_prediction,0.7304383590777769,True
312,B1,ai_severe_prediction,0.7309357913715878,True
313,B1,ai_severe_prediction,0.7309357913715878,True
314,B1,ai_severe_prediction,0.7309357913715878,True
315,B1,ai_severe_prediction,0.7309357913715878,True
316,B1,ai_severe_prediction,0.7309357913715878,True
317,B1,ai_severe_prediction,0.7309357913715878,True
318,B1,ai_severe_prediction,0.7307063974051234,True
319,B1,ai_severe_prediction,0.731160592233981,True
320,B1,ai_severe_prediction,0.7205240230075199,True
321,B1,ai_severe_prediction,0.7273579704581202,True
322,B1,ai_severe_prediction,0.7297177301439519,True
323,B1,ai_severe_prediction,0.7283198162838942,True
324,B1,ai_severe_prediction,0.7321363998136557,True
325,B1,ai_severe_prediction,0.7329090177531755,True
326,B1,ai_severe_prediction,0.7334748751386009,True
327,B1,ai_severe_prediction,0.7250581283232631,True
328,B1,ai_severe_prediction,0.7234323430926078,True
329,B1,ai_severe_prediction,0.7223723971850127,True
330,B1,ai_severe_prediction,0.7223723971850127,True
331,B1,ai_severe_prediction,0.7223723971850127,True
332,B1,ai_severe_prediction,0.7223723971850127,True
333,B1,ai_severe_prediction,0.7223723971850127,True
334,B1,ai_severe_prediction,0.7223723971850127,True
335,B1,ai_severe_prediction,0.7223723971850127,True
336,B1,ai_severe_prediction,0.7283870734076686,True
337,B1,ai_severe_prediction,0.7276612172629142,True
338,B1,ai_severe_prediction,0.727661217262914,True
339,B1,ai_severe_prediction,0.7276612172629142,True
340,B1,ai_severe_prediction,0.7276612172629142,True
341,B1,ai_severe_prediction,0.7276612172629142,True
342,B1,ai_severe_prediction,0.7276612172629142,True
343,B1,ai_severe_prediction,0.7276612172629142,True
344,B1,ai_severe_prediction,0.7276612172629142,True
345,B1,ai_severe_prediction,0.7276612172629142,True
346,B1,ai_severe_prediction,0.7276612172629142,True
347,B1,ai_severe_prediction,0.7395503006094966,True
348,B1,ai_severe_prediction,0.7445859931956543,True
349,B1,ai_severe_prediction,0.7445859931956543,True
350,B1,ai_severe_prediction,0.7445859931956543,True
351,B1,ai_severe_prediction,0.7445859931956543,True
